代號,名稱,九年股息發放率(%),九年平均配息,九年平均毛利率(%),九年平均ROE(%),九年平均EPS(元),九年平均營收成長率(%),九年平均本益比(倍),九年平均現金殖利率,label1y
8048,德勝,100.0,1.77,28.97,14.91,2.28,11.66,15.88,4.89,1
8050,廣積,100.0,2.85,29.04,12.23,3.17,7.41,12.56,7.16,-1
8054,安國,100.0,1.13,37.24,2.79,0.86,-9.58,78.84,1.67,1
8064,東捷,77.77777777777779,0.62,16.93,4.92,0.65,9.38,32.69,2.92,1
8066,來思達,88.88888888888889,5.46,14.03,29.87,6.34,90.14,5.06,17.01,-1
8067,志旭,11.11111111111111,0.0,20.73,-14.37,-1.02,-10.76,-8.99,0.0,-1
8068,全達,11.11111111111111,0.07,5.53,-3.28,-0.03,7.04,-860.0,0.27,1
8070,長華,100.0,7.03,11.22,14.38,10.15,1.53,3.33,20.8,-1
8071,能率網通,100.0,0.44,18.35,6.12,0.8,3.58,15.25,3.61,-1
8076,伍豐,100.0,0.54,27.15,5.06,0.93,0.72,32.8,1.77,1
8077,洛碁,0.0,0.0,10.24,-26.87,-0.99,71.62,-11.11,0.0,1
8080,永利聯合,11.11111111111111,0.02,-3.84,-57.29,-1.34,2.03,-5.22,0.29,1
8081,致新,100.0,6.14,34.43,13.89,6.85,6.09,36.72,2.44,1
8083,瑞穎,100.0,7.96,38.46,29.44,8.52,12.35,20.6,4.54,-1
8085,福華,11.11111111111111,0.04,3.3,-8.53,-0.8,-16.35,-20.25,0.25,1
8086,宏捷科,77.77777777777779,1.83,25.54,12.28,2.54,21.74,57.48,1.25,-1
8087,華鎂鑫,22.22222222222222,0.03,19.04,-1.84,-0.2,-14.47,-127.5,0.12,1
8088,品安,100.0,1.26,9.75,10.44,1.6,-2.64,15.28,5.15,-1
8091,翔名,100.0,4.11,32.79,13.72,5.08,3.91,14.06,5.76,-1
8092,建暐,11.11111111111111,0.04,15.39,-3.48,-0.33,0.34,-27.79,0.44,-1
8093,保銳,11.11111111111111,0.08,31.92,-5.82,-0.49,-4.12,-16.33,1.0,-1
8096,擎亞,55.55555555555556,0.24,3.01,1.41,0.42,12.23,31.55,1.81,-1
8097,常珵,11.11111111111111,0.08,13.24,-4.4,-0.76,-3.6,-41.38,0.25,1
8101,華冠,11.11111111111111,0.03,4.3,-25.63,-1.47,-13.86,-1.63,1.26,-1
8103,瀚荃,100.0,1.57,31.22,10.3,3.0,5.17,16.38,3.19,1
8105,凌巨,44.44444444444444,0.07,8.67,-1.34,-0.22,-6.65,-56.36,0.56,-1
8110,華東,77.77777777777779,0.25,8.57,3.97,0.69,-2.61,26.74,1.36,1
8111,立碁,33.33333333333333,0.2,22.16,-1.17,-0.12,-4.41,-183.33,0.91,1
8112,至上,100.0,1.95,2.68,13.66,2.55,21.15,17.51,4.37,1
8114,振樺電,100.0,5.93,38.58,26.06,7.27,18.32,14.92,5.47,1
8121,越峰,11.11111111111111,0.07,10.99,-6.4,-0.82,-4.47,-66.95,0.13,1
8131,福懋科,100.0,1.81,14.0,9.42,2.23,-1.85,17.53,4.63,-1
8163,達方,100.0,1.71,14.69,6.64,2.05,-1.81,24.2,3.45,-1
8182,加高,100.0,0.84,16.9,4.46,1.13,-4.78,50.44,1.47,1
8183,精星,66.66666666666666,0.29,10.33,4.42,0.67,-0.95,104.03,0.42,1
8201,無敵,11.11111111111111,0.06,16.9,-12.55,-2.43,-1.39,-7.0,0.35,1
8213,志超,100.0,2.52,15.71,11.65,4.69,4.14,10.02,5.36,-1
8234,新漢,100.0,0.97,24.81,9.95,1.65,7.75,14.21,4.14,-1
8240,華宏,77.77777777777779,0.88,10.28,1.84,0.66,0.85,45.83,2.91,-1
8249,菱光,100.0,1.42,13.29,6.55,1.74,-4.21,14.48,5.63,1
8255,朋程,100.0,5.17,30.35,15.13,6.37,1.06,37.68,2.15,1
8261,富鼎,77.77777777777779,0.56,15.51,3.6,0.67,3.09,164.18,0.51,1
8277,商丞,11.11111111111111,0.06,6.79,-6.7,-0.69,-14.14,-18.99,0.46,1
8299,群聯,100.0,13.49,21.3,21.66,23.72,4.77,20.15,2.82,1
8349,恒耀,100.0,3.37,21.87,13.28,4.1,12.22,14.12,5.82,-1
8374,羅昇,77.77777777777779,0.29,16.2,0.43,0.06,-5.56,501.67,0.96,-1
8383,千附,100.0,2.14,24.31,11.09,2.87,3.81,14.02,5.32,-1
8390,金益鼎,100.0,0.57,7.06,2.39,0.72,0.48,45.9,1.72,-1
8905,裕國,100.0,1.06,16.76,11.31,2.12,8.3,9.79,5.11,1
8906,花王,33.33333333333333,0.05,11.55,-1.15,-0.08,-1.81,-196.25,0.32,-1
8908,欣雄,100.0,0.64,7.44,14.99,1.86,15.29,30.54,1.13,-1
8916,光隆,100.0,2.86,14.29,11.25,3.29,1.95,12.31,7.06,-1
8917,欣泰,100.0,1.33,17.83,11.45,1.77,3.95,50.28,1.49,1
8923,時報,100.0,0.86,46.49,6.51,0.91,1.49,18.79,5.03,-1
8924,大田,55.55555555555556,1.54,16.44,5.92,2.01,8.23,76.62,1.0,1
8926,台汽電,100.0,1.43,11.23,8.79,1.67,29.71,22.54,3.8,-1
8927,北基,55.55555555555556,0.11,12.21,1.33,0.16,-0.36,200.31,0.34,1
8928,鉅明,77.77777777777779,1.4,16.25,13.48,1.93,1.49,17.69,4.1,1
8929,富堡,100.0,1.15,20.16,7.69,1.81,-3.2,11.55,5.5,-1
8930,青鋼,88.88888888888889,0.57,18.44,5.62,1.06,-2.89,14.01,3.84,-1
8933,愛地雅,55.55555555555556,0.17,10.24,-7.76,-0.55,-2.79,-20.55,1.5,-1
8936,國統,77.77777777777779,0.65,12.9,2.13,0.56,17.31,37.05,3.13,-1
8937,合騏,55.55555555555556,0.08,11.34,0.06,0.01,-4.17,1280.0,0.63,-1
8938,明安,100.0,1.67,12.87,8.5,2.38,2.0,31.13,2.25,1
8941,關中,77.77777777777779,2.17,30.34,-4.01,3.1,-2.11,11.9,5.88,-1
8942,森鉅,100.0,3.87,35.23,12.29,5.2,2.8,12.92,5.76,-1
8996,高力,100.0,1.62,26.0,9.86,2.03,4.72,30.05,2.66,1
9902,台火,44.44444444444444,0.13,5.76,2.58,0.3,20.57,43.17,1.0,1
9904,寶成,100.0,1.36,24.15,10.95,3.48,3.09,9.4,4.16,-1
9905,大華金,100.0,1.58,15.96,9.29,2.13,-0.38,12.35,6.01,1
9908,大台北,100.0,1.04,17.65,6.6,1.4,-3.17,23.75,3.13,-1
9911,櫻花,100.0,2.01,32.75,15.29,2.72,6.49,24.93,2.96,1
9912,偉聯,33.33333333333333,0.72,29.83,6.12,1.11,-2.64,8.35,7.77,1
9917,中興保,100.0,3.93,36.8,18.36,4.38,1.85,23.63,3.8,1
9918,欣天然,100.0,1.24,21.73,8.61,1.4,-2.42,30.43,2.91,1
9919,康那香,100.0,0.58,16.87,1.83,0.42,-0.07,61.67,2.24,-1
9924,福興,100.0,2.3,21.03,13.56,3.53,8.81,11.63,5.6,-1
9926,新海瓦,100.0,1.46,21.44,11.54,1.86,-0.52,26.08,3.01,-1
9930,中聯資,100.0,2.62,18.51,17.97,3.47,7.27,12.88,5.86,-1
9931,欣高,100.0,1.14,16.1,11.25,1.85,0.64,21.38,2.88,-1
9933,中鼎,100.0,2.39,7.59,12.23,2.48,0.38,14.52,6.64,-1
9934,成霖,88.88888888888889,0.76,27.55,6.62,1.28,-1.01,11.56,5.14,-1
9935,慶豐富,33.33333333333333,0.2,15.78,2.98,0.37,6.39,53.78,1.01,-1
9937,全國油,100.0,1.71,9.2,12.47,1.89,-4.95,25.87,3.5,-1
9938,百和,100.0,2.4,35.36,14.28,4.04,7.21,19.36,3.07,-1
9940,信義,100.0,1.32,29.2,15.79,2.45,11.85,13.45,4.01,1
9942,茂順,100.0,4.11,34.95,16.86,5.42,1.83,15.87,4.78,1
9943,好樂迪,100.0,4.14,56.52,19.2,4.81,-3.04,12.49,6.89,-1
9944,新麗,77.77777777777779,0.25,21.25,2.17,0.47,-5.18,50.21,1.06,-1
9949,琉園,33.33333333333333,0.17,70.77,-2.71,-0.32,-12.11,-36.72,1.45,-1
9950,萬國通,55.55555555555556,0.33,13.02,-6.72,-0.43,-5.96,-22.86,3.36,-1
9951,皇田,100.0,4.6,35.96,28.39,7.62,11.01,10.21,5.91,-1
9955,佳龍,11.11111111111111,0.03,1.33,-4.04,-0.75,-5.84,-22.67,0.18,-1
9958,世紀鋼,100.0,0.83,13.11,7.7,1.46,28.85,75.68,0.75,-1
9960,邁達康,88.88888888888889,0.64,30.11,5.81,0.79,-5.26,33.29,2.43,-1
